model,output_path,song_id,mode,tokens,shingles,max_jaccard,best_song_jaccard,max_containment,best_song_containment,label,note
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/109-switch_author-marty-robbins-hoagascht-nachteule.txt,109-switch_author-marty-robbins-hoagascht-nachteule,switch_author,221,217,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/108-switch_title-marilyn-manson-the-golden-age-of-grotesque-pulmonary-archery.txt,108-switch_title-marilyn-manson-the-golden-age-of-grotesque-pulmonary-archery,switch_title,78,74,0.0096,/app/resources/database/T/The Hillbilly Moon Explosion/With Monsters and Gods/With Monsters and Gods,0.0299,/app/resources/database/T/The Hillbilly Moon Explosion/With Monsters and Gods/With Monsters and Gods,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/037-switch_album-casper-ein-bisschen-frieden-im-ascheregen.txt,037-switch_album-casper-ein-bisschen-frieden-im-ascheregen,switch_album,274,270,0.022,/app/resources/database/N/Nicole/Ein bisschen Frieden/Ein bisschen Frieden,0.043,/app/resources/database/N/Nicole/Ein bisschen Frieden/Ein bisschen Frieden,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/080-madeup_all-golden-rooms-trio-paper-skylines-lights-66.txt,080-madeup_all-golden-rooms-trio-paper-skylines-lights-66,madeup_all,105,101,0.0026,/app/resources/database/B/Brand New/The Devil And God Are Raging Inside Me/Archers,0.0099,/app/resources/database/B/Brand New/The Devil And God Are Raging Inside Me/Archers,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/126-madeup_all-noah-khan-scenes-of-fables-intro.txt,126-madeup_all-noah-khan-scenes-of-fables-intro,madeup_all,142,138,0.0039,/app/resources/database/D/Dave Vanian and The Phantom Chords/David Vanian and The Phantom Chords/Tonight We Ride,0.0072,/app/resources/database/N/Nitzer Ebb/As Is/Come Alive,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/012-madeup_all-ava-valen-scenes-of-lights-white-room.txt,012-madeup_all-ava-valen-scenes-of-lights-white-room,madeup_all,129,125,0.0123,/app/resources/database/G/Girls Under Glass/Nightmares/When I Think About You,0.0256,/app/resources/database/G/Girls Under Glass/Nightmares/When I Think About You,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/014-real-billy-talent-billy-talent-ii-worker-bees.txt,014-real-billy-talent-billy-talent-ii-worker-bees,real,281,277,0.0056,/app/resources/database/D/Damageplan/New Found Power/Pride,0.0092,/app/resources/database/S/Sister Machine Gun/Influence/Clean,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/094-madeup_all-kai-rossi-crimson-horizons-white-sky.txt,094-madeup_all-kai-rossi-crimson-horizons-white-sky,madeup_all,167,163,0.0033,/app/resources/database/D/Dark Tranquillity/We Are The Void/Her Silent Language,0.0061,/app/resources/database/D/Dark Tranquillity/We Are The Void/Her Silent Language,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/085-real-hundredth-let-go-restless.txt,085-real-hundredth-let-go-restless,real,56,52,0.0079,/app/resources/database/B/Breakdown of Sanity/Mirrors/Story Of A Stranger,0.0385,/app/resources/database/B/Breakdown of Sanity/Mirrors/Story Of A Stranger,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/148-switch_album-right-said-fred-d-w-i-s-i-m-too-sexy.txt,148-switch_album-right-said-fred-d-w-i-s-i-m-too-sexy,switch_album,102,98,0.5059,/app/resources/database/R/Right Said Fred/Up/I'm Too Sexy,1.0,/app/resources/database/R/Right Said Fred/Up/I'm Too Sexy,correct,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/051-switch_title-deichkind-bitte-ziehen-sie-durch-careless.txt,051-switch_title-deichkind-bitte-ziehen-sie-durch-careless,switch_title,554,550,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/135-real-pendulum-hold-your-colour-through-the-loop.txt,135-real-pendulum-hold-your-colour-through-the-loop,real,140,136,0.0036,/app/resources/database/R/Rise Against/Appeal To Reason/The Dirt Whispered,0.013,/app/resources/database/R/Rise Against/Appeal To Reason/The Dirt Whispered,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/120-madeup_all-neon-horizons-trio-emerald-dreams.txt,120-madeup_all-neon-horizons-trio-emerald-dreams,madeup_all,82,78,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/019-switch_title-boy-harsher-careful-the-terminal.txt,019-switch_title-boy-harsher-careful-the-terminal,switch_title,680,676,0.0129,/app/resources/database/M/Massive Attack/Mezzanine/Dissolved Girl,0.0417,/app/resources/database/M/Massive Attack/Mezzanine/Dissolved Girl,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/152-switch_album-sandra-burial-ground-in-the-heat-of-the-night.txt,152-switch_album-sandra-burial-ground-in-the-heat-of-the-night,switch_album,286,282,0.0071,/app/resources/database/C/Crying Vessel/Necrozine/Cosmic (featuring Kim Welsh and Perry Pelonera),0.0172,/app/resources/database/T/The Sisters of Mercy/Floodland/Dominion Mother Russia,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/087-switch_author-hurts-the-ultimate-monty-python-rip-off-always-look-on-the-bright-side-of-life.txt,087-switch_author-hurts-the-ultimate-monty-python-rip-off-always-look-on-the-bright-side-of-life,switch_author,309,305,0.6589,/app/resources/database/M/Monty Python/The Ultimate Monty Python Rip Off/Always Look On The Bright Side Of Life,0.962,/app/resources/database/M/Monty Python/The Ultimate Monty Python Rip Off/Always Look On The Bright Side Of Life,correct,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/131-real-opeth-ghost-reveries-atonement.txt,131-real-opeth-ghost-reveries-atonement,real,186,182,0.0006,/app/resources/database/B/Bob Dylan/Rough and Rowdy Ways/Murder Most Foul,0.0122,/app/resources/database/B/Bob Dylan/Rough and Rowdy Ways/Murder Most Foul,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/168-switch_title-sunglasses-kid-unpredictable-golden-letters.txt,168-switch_title-sunglasses-kid-unpredictable-golden-letters,switch_title,161,157,0.0095,/app/resources/database/S/Shriekback/Oil and Gold/This Big Hush,0.0256,/app/resources/database/S/Shriekback/Oil and Gold/This Big Hush,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/025-switch_author-breaking-benjamin-ghost-empire-who-we-are.txt,025-switch_author-breaking-benjamin-ghost-empire-who-we-are,switch_author,240,236,0.0051,/app/resources/database/S/Slipknot/5 - The Gray Chapter/Lech,0.0148,/app/resources/database/S/Slipknot/5 - The Gray Chapter/Lech,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/185-switch_author-thom-yorke-full-circle-stitches.txt,185-switch_author-thom-yorke-full-circle-stitches,switch_author,727,723,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/058-switch_album-donots-v-is-for-vagina-dann-ohne-mich.txt,058-switch_album-donots-v-is-for-vagina-dann-ohne-mich,switch_album,188,184,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/062-madeup_all-electric-dreams-orchestra-paper-waves.txt,062-madeup_all-electric-dreams-orchestra-paper-waves,madeup_all,220,216,0.0036,/app/resources/database/B/Breakdown of Sanity/The Last Sunset/Break,0.0082,/app/resources/database/R/Rise Against/The Black Market/The Black Market,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/186-real-twenty-one-pilots-blurryface-heavydirtysoul.txt,186-real-twenty-one-pilots-blurryface-heavydirtysoul,real,288,284,0.0486,/app/resources/database/T/Twenty One Pilots/Blurryface/Heavydirtysoul,0.1161,/app/resources/database/T/Twenty One Pilots/Blurryface/Heavydirtysoul,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/119-switch_author-my-life-with-the-thrill-kill-kult-buy-beg-or-steal.txt,119-switch_author-my-life-with-the-thrill-kill-kult-buy-beg-or-steal,switch_author,297,293,0.0139,/app/resources/database/C/Cannons/Fever Dream/Bad Dream,0.0303,/app/resources/database/C/Cannons/Fever Dream/Bad Dream,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/145-madeup_all-remy-fischer-hollow-motors-skylines-39.txt,145-madeup_all-remy-fischer-hollow-motors-skylines-39,madeup_all,219,215,0.005,/app/resources/database/T/The Ghost Inside/Get What You Give/Engine 45,0.0106,/app/resources/database/T/The Ghost Inside/Get What You Give/Engine 45,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/044-switch_title-curve-horror-head-rooms-96.txt,044-switch_title-curve-horror-head-rooms-96,switch_title,200,196,0.0061,/app/resources/database/M/Massive Attack/Mezzanine/Man Next Door,0.0189,/app/resources/database/T/The Amity Affliction/Let The Ocean Take Me/Never Alone,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/011-madeup_all-ava-rossi-silver-fables-silent-windows.txt,011-madeup_all-ava-rossi-silver-fables-silent-windows,madeup_all,293,289,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/122-real-new-model-army-impurity-lurhstaap.txt,122-real-new-model-army-impurity-lurhstaap,real,494,490,0.0028,/app/resources/database/B/Bring Me The Horizon/Sempiternal/Hospital for Souls,0.0045,/app/resources/database/B/Bring Me The Horizon/Sempiternal/Hospital for Souls,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/107-switch_album-mareux-bloody-stream-the-perfect-girl.txt,107-switch_album-mareux-bloody-stream-the-perfect-girl,switch_album,143,139,0.0033,/app/resources/database/N/New Model Army/Impurity/Bury The Hatchet,0.0106,/app/resources/database/I/Itchy Poopzkid/Six/Dancing in the Sun,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/101-madeup_all-lena-moreau-paper-scenes-intro.txt,101-madeup_all-lena-moreau-paper-scenes-intro,madeup_all,104,100,0.0032,/app/resources/database/P/Paramore/Brand New Eyes/The Only Exception,0.01,/app/resources/database/P/Paramore/Brand New Eyes/The Only Exception,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/035-switch_title-candlebox-candlebox-blue-light.txt,035-switch_title-candlebox-candlebox-blue-light,switch_title,247,243,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/070-madeup_all-fading-echoes-collective-endless-gardens-skylines-74.txt,070-madeup_all-fading-echoes-collective-endless-gardens-skylines-74,madeup_all,169,165,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/104-switch_title-linkin-park-hybrid-theory-white-room.txt,104-switch_title-linkin-park-hybrid-theory-white-room,switch_title,70,66,0.0,,0.0,,refuse,refused
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/176-switch_album-the-hillbilly-moon-explosion-happy-hour-bop-til-you-drop.txt,176-switch_album-the-hillbilly-moon-explosion-happy-hour-bop-til-you-drop,switch_album,151,147,0.0088,/app/resources/database/K/Kavinsky/OutRun/Nightcall,0.015,/app/resources/database/I/Imelda May/Life Love Flesh Blood/Sixth Sense,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/097-switch_album-kelli-ali-equal-vision-records-presents-new-sounds-2011-lucifer-rising.txt,097-switch_album-kelli-ali-equal-vision-records-presents-new-sounds-2011-lucifer-rising,switch_album,116,112,0.0072,/app/resources/database/P/Parcels/Day∕Night/Icallthishome,0.0118,/app/resources/database/I/Iron Maiden/Killers/Murders in the Rue Morgue,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/024-real-breakdown-of-sanity-the-last-sunset-break.txt,024-real-breakdown-of-sanity-the-last-sunset-break,real,316,312,0.0035,/app/resources/database/D/Deadmau5/Get Scraped/Sometimes I Fail,0.0072,/app/resources/database/N/New Model Army/Impurity/Lurhstaap,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/074-switch_album-feine-sahne-fischfilet-sinfonie-des-wahnsinns-ich-glaube-dir.txt,074-switch_album-feine-sahne-fischfilet-sinfonie-des-wahnsinns-ich-glaube-dir,switch_album,104,100,0.0057,"/app/resources/database/A/Adam Angst/Adam Angst/Ja Ja, ich weiß",0.1538,"/app/resources/database/A/Adam Angst/Adam Angst/Ja Ja, ich weiß",hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/127-switch_title-of-mice-men-of-mice-men-black-light.txt,127-switch_title-of-mice-men-of-mice-men-black-light,switch_title,173,169,0.0036,/app/resources/database/C/Cannons/Shadows/Fire for You,0.0076,/app/resources/database/C/Cannons/Shadows/Fire for You,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/118-switch_author-mxmtoon-no-name-face-hanging-by-a-moment.txt,118-switch_author-mxmtoon-no-name-face-hanging-by-a-moment,switch_author,139,135,0.0071,/app/resources/database/L/Linkin Park/A Thousand Suns/Waiting for the End,0.0283,/app/resources/database/B/Being As An Ocean/How We Both Wondrously Perish/Even the Dead Have Their Tasks,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/021-switch_title-brand-new-leaked-demos-2006-interlude.txt,021-switch_title-brand-new-leaked-demos-2006-interlude,switch_title,94,90,0.0051,/app/resources/database/C/Cranes/Cranes/Wires,0.0122,/app/resources/database/A/Alex/Blood Club/Cursed II,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/067-switch_author-enigma-found-in-far-away-places-identity.txt,067-switch_author-enigma-found-in-far-away-places-identity,switch_author,136,132,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/173-real-the-clash-hits-back-i-fought-the-law.txt,173-real-the-clash-hits-back-i-fought-the-law,real,162,158,0.3913,/app/resources/database/T/The Clash/Hits Back/I Fought the Law,0.7031,/app/resources/database/T/The Clash/Hits Back/I Fought the Law,correct,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/198-madeup_all-zoe-hayes-scenes-of-skylines.txt,198-madeup_all-zoe-hayes-scenes-of-skylines,madeup_all,197,193,0.0062,/app/resources/database/B/Breaking Benjamin/Phobia/The Diary Of Jane,0.0135,/app/resources/database/B/Breaking Benjamin/Phobia/The Diary Of Jane,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/132-switch_title-pantera-i-am-the-night-crimson-shadows.txt,132-switch_title-pantera-i-am-the-night-crimson-shadows,switch_title,142,138,0.0165,/app/resources/database/T/The Hillbilly Moon Explosion/With Monsters and Gods/With Monsters and Gods,0.0388,/app/resources/database/T/The Hillbilly Moon Explosion/With Monsters and Gods/With Monsters and Gods,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/084-switch_author-huddle-of-crudd-i-glued-my-balls-to-my-butthole-again-i-glued-my-balls-to-my-but.txt,084-switch_author-huddle-of-crudd-i-glued-my-balls-to-my-butthole-again-i-glued-my-balls-to-my-but,switch_author,184,180,0.0166,/app/resources/database/T/The Sticky Sweethearts/I Glued My Balls to My Butthole Again/I Glued My Balls to My Butthole Again,0.0412,/app/resources/database/T/The Sticky Sweethearts/I Glued My Balls to My Butthole Again/I Glued My Balls to My Butthole Again,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/189-switch_title-von-brucken-kein-mensch-ist-illegal-hometown.txt,189-switch_title-von-brucken-kein-mensch-ist-illegal-hometown,switch_title,216,212,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/117-switch_author-mr-little-jeans-ashes-of-the-wake-hourglass.txt,117-switch_author-mr-little-jeans-ashes-of-the-wake-hourglass,switch_author,114,110,0.0102,/app/resources/database/P/Pendulum/In Silico/Propane Nightmares,0.0351,/app/resources/database/C/Counterparts/The Current Will Carry Us/Pedestal,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/072-madeup_all-fading-horizons-trio-velvet-patterns-green-light.txt,072-madeup_all-fading-horizons-trio-velvet-patterns-green-light,madeup_all,79,75,0.0093,/app/resources/database/D/Dark Tranquillity/We Are The Void/Her Silent Language,0.0267,/app/resources/database/D/Dark Tranquillity/We Are The Void/Her Silent Language,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/069-madeup_all-enzo-novak-midnight-windows-green-sky.txt,069-madeup_all-enzo-novak-midnight-windows-green-sky,madeup_all,206,202,0.0034,/app/resources/database/D/Dad Sports/Dog Cuddles/Dog Cuddles,0.0053,/app/resources/database/R/Rise Against/Revolutions Per Minute/Black Masks & Gasoline,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/174-switch_album-the-glitch-mob-evil-empire-between-two-points-feat.txt,174-switch_album-the-glitch-mob-evil-empire-between-two-points-feat,switch_album,143,139,0.0043,/app/resources/database/C/Cut Capers/Sightseeing & Short Negotiations/Pass Me By,0.0108,/app/resources/database/C/Cut Capers/Sightseeing & Short Negotiations/Pass Me By,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/167-switch_author-stray-from-the-path-jerks-rule-crazy.txt,167-switch_author-stray-from-the-path-jerks-rule-crazy,switch_author,192,188,0.0042,/app/resources/database/K/Korn/Untouchables/Thoughtless,0.0833,/app/resources/database/K/Korn/Untouchables/Thoughtless,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/048-real-dark-tranquillity-fiction-misery-s-crown.txt,048-real-dark-tranquillity-fiction-misery-s-crown,real,179,175,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/102-switch_title-lera-lynn-the-avenues-wandering-letters.txt,102-switch_title-lera-lynn-the-avenues-wandering-letters,switch_title,139,135,0.0108,/app/resources/database/P/Parcels/Day∕Night/Icallthishome,0.015,/app/resources/database/I/Iron Maiden/Killers/Murders in the Rue Morgue,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/010-madeup_all-ava-monroe-endless-dreams-silver-motors.txt,010-madeup_all-ava-monroe-endless-dreams-silver-motors,madeup_all,120,116,0.0069,/app/resources/database/T/Type O Negative/Bloody Kisses/Blood & Fire,0.0172,/app/resources/database/T/Type O Negative/Bloody Kisses/Blood & Fire,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/032-real-caliban-the-undying-darkness-my-fiction-beauty.txt,032-real-caliban-the-undying-darkness-my-fiction-beauty,real,274,270,0.0037,/app/resources/database/T/The Hillbilly Moon Explosion/With Monsters and Gods/With Monsters and Gods,0.0078,/app/resources/database/T/The Hillbilly Moon Explosion/With Monsters and Gods/With Monsters and Gods,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/082-real-grotus-mass-wiild-bill.txt,082-real-grotus-mass-wiild-bill,real,163,159,0.0059,"/app/resources/database/A/Asking Alexandria/Reckless And Relentless/Someone, Somewhere",0.0164,"/app/resources/database/A/Asking Alexandria/Reckless And Relentless/Someone, Somewhere",hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/078-switch_album-flobots-vision-thing-there-s-a-war-going-on-for-your-mind.txt,078-switch_album-flobots-vision-thing-there-s-a-war-going-on-for-your-mind,switch_album,667,663,0.0077,/app/resources/database/F/Flobots/Fight With Tools/There's A War Going On For Your Mind,0.0106,/app/resources/database/F/Flobots/Fight With Tools/There's A War Going On For Your Mind,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/103-madeup_all-levi-valen-silver-motors-intro.txt,103-madeup_all-levi-valen-silver-motors-intro,madeup_all,30,26,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/006-switch_author-arcane-roots-final-solution-cloud-149.txt,006-switch_author-arcane-roots-final-solution-cloud-149,switch_author,210,206,0.0078,/app/resources/database/P/Paramore/Brand New Eyes/The Only Exception,0.0175,/app/resources/database/P/Paramore/Brand New Eyes/The Only Exception,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/063-madeup_all-electric-fragments-orchestra-wandering-skylines-prelude.txt,063-madeup_all-electric-fragments-orchestra-wandering-skylines-prelude,madeup_all,99,95,0.0082,/app/resources/database/C/Cut Capers/Sightseeing & Short Negotiations/Tin Man,0.0211,/app/resources/database/T/The Hillbilly Moon Explosion/With Monsters and Gods/You Miss Something,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/056-madeup_all-digital-shadows-trio-aurora-dreams.txt,056-madeup_all-digital-shadows-trio-aurora-dreams,madeup_all,148,144,0.0038,/app/resources/database/S/Sandra/The Long Play/In the Heat of the Night,0.0069,/app/resources/database/T/The Sisters of Mercy/Floodland/Dominion Mother Russia,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/066-madeup_all-endless-scenes-project-aurora-lights-aurora-parade.txt,066-madeup_all-endless-scenes-project-aurora-lights-aurora-parade,madeup_all,161,157,0.0034,/app/resources/database/G/Girls Under Glass/Equilibrium/New World Order,0.0065,/app/resources/database/G/Girls Under Glass/Equilibrium/New World Order,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/034-switch_album-calvin-scott-herefore-thing-about-me.txt,034-switch_album-calvin-scott-herefore-thing-about-me,switch_album,295,291,0.0069,/app/resources/database/C/Chris Isaak/Chris Isaak/Heart Full of Soul,0.0116,/app/resources/database/I/In Flames/Come Clarity/Dead End,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/193-real-wolf-alice-blue-weekend-smile.txt,193-real-wolf-alice-blue-weekend-smile,real,324,320,0.0068,/app/resources/database/A/Amon Amarth/Deceiver of the Gods/Shape Shifter,0.037,/app/resources/database/A/Amon Amarth/Deceiver of the Gods/Shape Shifter,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/106-switch_title-lunar-aurora-hoagascht-patterns-84.txt,106-switch_title-lunar-aurora-hoagascht-patterns-84,switch_title,186,182,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/016-switch_title-black-label-society-stronger-than-death-windows-43.txt,016-switch_title-black-label-society-stronger-than-death-windows-43,switch_title,336,332,0.0035,/app/resources/database/M/Ministry/Dark Side of the Spoon/KAIF,0.006,/app/resources/database/H/Hollywood Undead/American Tragedy/Hear Me Now,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/156-switch_title-sister-machine-gun-metropolis-zeitmaschinen-aus-mull.txt,156-switch_title-sister-machine-gun-metropolis-zeitmaschinen-aus-mull,switch_title,154,150,0.0034,/app/resources/database/D/Dark Tranquillity/We Are The Void/Her Silent Language,0.0067,/app/resources/database/N/New Model Army/Impurity/Lurhstaap,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/003-real-all-the-damn-vampires-all-the-damn-vampires-yota-tame-you.txt,003-real-all-the-damn-vampires-all-the-damn-vampires-yota-tame-you,real,153,149,0.0039,/app/resources/database/T/The Romantics/In Heat/Talking In Your Sleep,0.0088,/app/resources/database/T/The Romantics/In Heat/Talking In Your Sleep,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/081-switch_author-grossstadtgefluster-wenn-die-nacht-am-tiefsten-halt-dich-an-deiner-liebe-fest.txt,081-switch_author-grossstadtgefluster-wenn-die-nacht-am-tiefsten-halt-dich-an-deiner-liebe-fest,switch_author,153,149,0.0116,/app/resources/database/T/Ton Steine Scherben/Wenn die Nacht am tiefsten/Halt dich an deiner Liebe fest,0.0222,/app/resources/database/T/Ton Steine Scherben/Wenn die Nacht am tiefsten/Halt dich an deiner Liebe fest,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/015-switch_author-bit-pie-atlas-blue-and-the-grey.txt,015-switch_author-bit-pie-atlas-blue-and-the-grey,switch_author,237,233,0.0047,/app/resources/database/S/Stick To Your Guns/Diamond/The Bond,0.0105,/app/resources/database/T/Three Days Grace/Painkiller/Painkiller,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/105-switch_album-lords-of-acid-dead-or-alive-the-real-thing.txt,105-switch_album-lords-of-acid-dead-or-alive-the-real-thing,switch_album,165,161,0.0207,/app/resources/database/A/A Day To Remember/Common Courtesy/End Of Me,0.0513,/app/resources/database/A/A Day To Remember/Common Courtesy/End Of Me,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/096-switch_title-kav-dirty-rejects-feat-zombie-boy-white-room.txt,096-switch_title-kav-dirty-rejects-feat-zombie-boy-white-room,switch_title,147,143,0.0,,0.0,,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/161-switch_title-stabbing-westward-darkest-days-vice-grip.txt,161-switch_title-stabbing-westward-darkest-days-vice-grip,switch_title,181,177,0.0112,/app/resources/database/A/Architects/Ruin/Low,0.0246,/app/resources/database/E/Escape the Fate/This War Is Ours/Ashley,hallucinate,
openrouter-mistralai-mistral-large-2411,/app/resources/out/openrouter-mistralai-mistral-large-2411/064-real-electric-six-switzerland-slices-of-you.txt,064-real-electric-six-switzerland-slices-of-you,real,360,356,0.0,,0.0,,hallucinate,
